'Elapsed time','V5','V2'
245.008,4.785,5.220
245.012,4.780,5.220
245.016,4.780,5.200
245.020,4.800,5.200
245.024,4.820,5.210
245.028,4.815,5.195
245.032,4.810,5.190
245.036,4.810,5.190
245.040,4.840,5.190
245.044,4.840,5.180
245.048,4.850,5.175
245.052,4.835,5.195
245.056,4.850,5.195
245.060,4.875,5.195
245.064,4.875,5.180
245.068,4.870,5.185
245.072,4.890,5.195
245.076,4.890,5.210
245.080,4.875,5.190
245.084,4.855,5.195
245.088,4.845,5.190
245.092,4.850,5.185
245.096,4.840,5.175
245.100,4.830,5.170
245.104,4.820,5.175
245.108,4.820,5.180
245.112,4.820,5.170
245.116,4.810,5.150
245.120,4.810,5.155
245.124,4.815,5.170
245.128,4.825,5.160
245.132,4.810,5.150
245.136,4.810,5.160
245.140,4.830,5.160
245.144,4.825,5.150
245.148,4.815,5.150
245.152,4.810,5.155
245.156,4.810,5.170
245.160,4.815,5.165
245.164,4.815,5.165
245.168,4.820,5.155
245.172,4.835,5.170
245.176,4.845,5.170
245.180,4.845,5.160
245.184,4.850,5.170
245.188,4.885,5.185
245.192,4.945,5.200
245.196,5.125,5.225
245.200,5.220,5.235
245.204,5.830,5.800
245.208,5.395,5.995
245.212,5.105,5.665
245.216,5.090,5.460
245.220,5.100,5.425
245.224,5.075,5.410
245.228,5.050,5.380
245.232,5.020,5.365
245.236,5.000,5.375
245.240,5.000,5.395
245.244,5.010,5.385
245.248,5.035,5.380
245.252,5.095,5.375
245.256,5.155,5.390
245.260,5.205,5.410
245.264,5.255,5.420
245.268,5.290,5.415
245.272,5.360,5.420
245.276,5.450,5.415
245.280,5.515,5.470
245.284,5.555,5.550
245.288,5.530,5.625
245.292,5.435,5.600
245.296,5.280,5.405
245.300,5.235,5.320
245.304,5.020,4.965
245.308,4.905,4.865
245.312,4.815,4.810
245.316,4.720,4.790
245.320,4.680,4.830
245.324,4.685,4.880
245.328,4.715,4.940
245.332,4.705,5.015
245.336,4.730,5.090
245.340,4.750,5.125
245.344,4.760,5.125
245.348,4.745,5.115
245.352,4.735,5.140
245.356,4.750,5.155
245.360,4.755,5.140
245.364,4.750,5.125
245.368,4.750,5.110
245.372,4.750,5.115
245.376,4.760,5.110
245.380,4.755,5.105
245.384,4.740,5.105
245.388,4.745,5.110
245.392,4.755,5.105
245.396,4.750,5.100
245.400,4.750,5.100
245.404,4.755,5.105
245.408,4.765,5.110
245.412,4.740,5.110
245.416,4.735,5.095
245.420,4.725,5.100
245.424,4.750,5.110
245.428,4.755,5.100
245.432,4.720,5.090
245.436,4.725,5.095
245.440,4.735,5.110
245.444,4.745,5.095
245.448,4.735,5.080
245.452,4.725,5.090
245.456,4.730,5.105
245.460,4.735,5.085
245.464,4.730,5.090
245.468,4.720,5.080
245.472,4.730,5.090
245.476,4.740,5.085
245.480,4.730,5.075
245.484,4.710,5.070
245.488,4.725,5.085
245.492,4.730,5.075
245.496,4.730,5.070
245.500,4.720,5.065
245.504,4.725,5.080
245.508,4.740,5.090
245.512,4.730,5.075
245.516,4.730,5.070
245.520,4.725,5.080
245.524,4.740,5.095
245.528,4.745,5.085
245.532,4.735,5.075
245.536,4.735,5.075
245.540,4.750,5.100
245.544,4.760,5.100
245.548,4.745,5.090
245.552,4.750,5.100
245.556,4.760,5.115
245.560,4.780,5.125
245.564,4.765,5.120
245.568,4.765,5.115
245.572,4.780,5.145
245.576,4.790,5.130
245.580,4.795,5.135
245.584,4.770,5.145
245.588,4.790,5.165
245.592,4.810,5.175
245.596,4.815,5.180
245.600,4.820,5.180
245.604,4.820,5.200
245.608,4.830,5.210
245.612,4.845,5.230
245.616,4.835,5.230
245.620,4.835,5.235
245.624,4.845,5.255
245.628,4.860,5.250
245.632,4.850,5.250
245.636,4.845,5.265
245.640,4.865,5.285
245.644,4.855,5.275
245.648,4.840,5.270
245.652,4.850,5.280
245.656,4.850,5.295
245.660,4.860,5.270
245.664,4.845,5.255
245.668,4.835,5.265
245.672,4.835,5.270
245.676,4.835,5.270
245.680,4.835,5.250
245.684,4.820,5.250
245.688,4.830,5.250
245.692,4.835,5.255
245.696,4.825,5.230
245.700,4.820,5.225
245.704,4.810,5.240
245.708,4.815,5.230
245.712,4.820,5.220
245.716,4.795,5.210
245.720,4.790,5.225
245.724,4.805,5.225
245.728,4.815,5.215
245.732,4.795,5.200
245.736,4.795,5.205
245.740,4.805,5.205
245.744,4.795,5.200
245.748,4.790,5.190
245.752,4.785,5.200
245.756,4.790,5.205
245.760,4.800,5.210
245.764,4.795,5.185
245.768,4.770,5.190
245.772,4.770,5.210
245.776,4.790,5.215
245.780,4.780,5.190
245.784,4.770,5.205
245.788,4.780,5.215
245.792,4.795,5.220
245.796,4.785,5.210
245.800,4.780,5.200
245.804,4.775,5.210
245.808,4.780,5.215
245.812,4.780,5.205
245.816,4.775,5.205
245.820,4.770,5.205
245.824,4.780,5.210
245.828,4.775,5.210
245.832,4.770,5.200
245.836,4.775,5.205
245.840,4.780,5.225
245.844,4.790,5.205
245.848,4.775,5.195
245.852,4.770,5.200
245.856,4.785,5.215
245.860,4.785,5.205
245.864,4.765,5.200
245.868,4.760,5.190
245.872,4.760,5.205
245.876,4.775,5.205
245.880,4.780,5.195
245.884,4.760,5.185
245.888,4.770,5.205
245.892,4.775,5.200
245.896,4.775,5.190
245.900,4.770,5.180
245.904,4.775,5.185
245.908,4.785,5.195
245.912,4.775,5.180
245.916,4.765,5.180
245.920,4.770,5.190
245.924,4.775,5.195
245.928,4.770,5.185
245.932,4.765,5.185
245.936,4.765,5.205
245.940,4.770,5.210
245.944,4.765,5.205
245.948,4.760,5.200
245.952,4.745,5.205
245.956,4.755,5.225
245.960,4.760,5.215
245.964,4.745,5.215
245.968,4.730,5.210
245.972,4.745,5.220
245.976,4.750,5.215
245.980,4.755,5.195
245.984,4.755,5.205
245.988,4.785,5.200
245.992,4.790,5.205
245.996,4.810,5.195
246.000,4.815,5.200
246.004,4.815,5.195
246.008,4.830,5.210
246.012,4.840,5.195
246.016,4.835,5.190
246.020,4.855,5.205
246.024,4.885,5.200
246.028,4.895,5.210
246.032,4.905,5.205
246.036,4.955,5.230
246.040,5.075,5.260
246.044,5.445,5.315
246.048,5.900,5.585
246.052,5.605,5.965
246.056,5.150,5.790
246.060,5.055,5.480
246.064,5.050,5.405
246.068,5.015,5.390
246.072,4.980,5.360
246.076,4.965,5.345
246.080,4.940,5.320
246.084,4.905,5.290
246.088,4.875,5.265
246.092,4.860,5.220
246.096,4.830,5.195
246.100,4.815,5.185
246.104,4.770,5.180
246.108,4.735,5.175
246.112,4.695,5.165
246.116,4.630,5.150
246.120,4.590,5.130
246.124,4.555,5.120
246.128,4.455,5.090
246.132,4.360,5.065
246.136,4.300,5.050
246.140,4.270,5.040
246.144,4.235,5.010
246.148,4.205,4.970
246.152,4.185,4.920
246.156,4.200,4.870
246.160,4.225,4.795
246.164,4.230,4.740
246.168,4.250,4.715
246.172,4.275,4.700
246.176,4.320,4.665
246.180,4.350,4.630
246.184,4.380,4.605
246.188,4.450,4.570
246.192,4.530,4.500
246.196,4.580,4.465
246.200,4.595,4.465
246.204,4.655,4.540
246.208,4.720,4.595
246.212,4.750,4.650
246.216,4.785,4.750
246.220,4.800,4.835
246.224,4.830,4.905
246.228,4.845,4.950
246.232,4.835,4.975
246.236,4.835,5.005
246.240,4.865,5.025
246.244,4.880,5.045
246.248,4.875,5.035
246.252,4.870,5.055
246.256,4.880,5.065
246.260,4.875,5.075
246.264,4.875,5.090
246.268,4.875,5.105
246.272,4.895,5.145
246.276,4.920,5.170
246.280,4.930,5.190
246.284,4.930,5.210
246.288,4.955,5.240
246.292,4.965,5.240
246.296,4.975,5.235
246.300,4.975,5.230
246.304,4.985,5.255
246.308,5.005,5.270
246.312,4.995,5.270
246.316,4.990,5.265
246.320,5.000,5.275
246.324,5.020,5.290
246.328,5.030,5.295
246.332,5.015,5.285
246.336,5.020,5.300
246.340,5.030,5.310
246.344,5.050,5.320
246.348,5.035,5.315
246.352,5.040,5.320
246.356,5.060,5.335
246.360,5.070,5.335
246.364,5.060,5.335
246.368,5.055,5.345
246.372,5.080,5.365
246.376,5.085,5.365
246.380,5.090,5.375
246.384,5.090,5.370
246.388,5.110,5.390
246.392,5.110,5.405
246.396,5.105,5.400
246.400,5.100,5.390
246.404,5.110,5.425
246.408,5.120,5.430
246.412,5.125,5.435
246.416,5.120,5.430
246.420,5.115,5.445
246.424,5.130,5.460
246.428,5.130,5.460
246.432,5.120,5.455
246.436,5.110,5.465
246.440,5.135,5.485
246.444,5.135,5.480
246.448,5.115,5.475
246.452,5.100,5.475
246.456,5.100,5.490
246.460,5.090,5.485
246.464,5.080,5.480
246.468,5.060,5.475
246.472,5.055,5.485
246.476,5.055,5.470
246.480,5.045,5.455
246.484,5.015,5.445
246.488,5.005,5.445
246.492,5.000,5.435
246.496,4.990,5.430
246.500,4.985,5.425
246.504,4.955,5.410
246.508,4.950,5.405
246.512,4.940,5.385
246.516,4.920,5.370
246.520,4.910,5.365
246.524,4.910,5.365
246.528,4.900,5.345
246.532,4.885,5.325
246.536,4.875,5.320
246.540,4.875,5.325
246.544,4.875,5.305
246.548,4.865,5.285
246.552,4.855,5.285
246.556,4.865,5.295
246.560,4.865,5.280
246.564,4.845,5.255
246.568,4.840,5.255
246.572,4.850,5.260
246.576,4.855,5.250
246.580,4.835,5.240
246.584,4.835,5.235
246.588,4.840,5.245
246.592,4.845,5.235
246.596,4.835,5.230
246.600,4.830,5.225
246.604,4.825,5.230
246.608,4.835,5.235
246.612,4.835,5.220
246.616,4.820,5.205
246.620,4.825,5.215
246.624,4.830,5.220
246.628,4.830,5.215
246.632,4.820,5.205
246.636,4.815,5.200
246.640,4.825,5.215
246.644,4.825,5.210
246.648,4.820,5.195
246.652,4.805,5.200
246.656,4.815,5.220
246.660,4.815,5.215
246.664,4.800,5.195
246.668,4.800,5.205
246.672,4.800,5.210
246.676,4.805,5.210
246.680,4.810,5.200
246.684,4.785,5.190
246.688,4.800,5.210
246.692,4.810,5.210
246.696,4.805,5.200
246.700,4.795,5.190
246.704,4.780,5.195
246.708,4.785,5.195
246.712,4.790,5.195
246.716,4.765,5.185
246.720,4.775,5.190
246.724,4.785,5.195
246.728,4.785,5.185
246.732,4.775,5.180
246.736,4.775,5.185
246.740,4.780,5.195
246.744,4.785,5.185
246.748,4.775,5.175
246.752,4.760,5.180
246.756,4.785,5.195
246.760,4.780,5.185
246.764,4.775,5.175
246.768,4.760,5.175
246.772,4.770,5.180
246.776,4.775,5.190
246.780,4.780,5.175
246.784,4.760,5.175
246.788,4.750,5.185
246.792,4.775,5.170
246.796,4.765,5.175
246.800,4.755,5.170
246.804,4.755,5.175
246.808,4.765,5.180
246.812,4.765,5.185
246.816,4.755,5.160
246.820,4.760,5.185
246.824,4.770,5.190
246.828,4.780,5.185
246.832,4.765,5.175
246.836,4.760,5.180
246.840,4.790,5.200
246.844,4.815,5.190
246.848,4.830,5.185
246.852,4.880,5.210
246.856,5.095,5.245
246.860,5.685,5.395
246.864,5.925,5.825
246.868,5.350,5.940
246.872,5.000,5.620
246.876,5.015,5.455
246.880,5.010,5.425
246.884,4.955,5.400
246.888,4.930,5.405
246.892,4.925,5.385
246.896,4.905,5.365
246.900,4.890,5.350
246.904,4.835,5.320
246.908,4.835,5.290
246.912,4.820,5.270
246.916,4.780,5.260
246.920,4.765,5.255
246.924,4.745,5.260
246.928,4.710,5.230
246.932,4.670,5.205
246.936,4.625,5.190
246.940,4.570,5.180
246.944,4.475,5.160
246.948,4.415,5.140
246.952,4.375,5.125
246.956,4.355,5.125
246.960,4.340,5.075
246.964,4.315,5.015
246.968,4.315,4.970
246.972,4.310,4.925
246.976,4.320,4.875
246.980,4.315,4.820
246.984,4.300,4.775
246.988,4.330,4.745
246.992,4.375,4.715
246.996,4.410,4.650
247.000,4.420,4.620
247.004,4.525,4.515
247.008,4.585,4.525
247.012,4.615,4.570
247.016,4.660,4.625
247.020,4.705,4.700
247.024,4.735,4.795
247.028,4.770,4.860
247.032,4.760,4.910
247.036,4.770,4.960
247.040,4.805,4.995
247.044,4.820,5.005
247.048,4.805,4.995
247.052,4.815,5.010
247.056,4.845,5.030
247.060,4.845,5.030
247.064,4.840,5.025
247.068,4.840,5.035
247.072,4.840,5.060
247.076,4.850,5.075
247.080,4.850,5.075
247.084,4.855,5.100
247.088,4.875,5.140
247.092,4.900,5.160
247.096,4.905,5.175
247.100,4.905,5.180
247.104,4.910,5.200
247.108,4.925,5.195
247.112,4.935,5.210
247.116,4.925,5.210
247.120,4.935,5.210
247.124,4.945,5.230
247.128,4.950,5.225
247.132,4.945,5.225
247.136,4.940,5.235
247.140,4.965,5.260
247.144,4.965,5.255
247.148,4.965,5.245
247.152,4.950,5.250
247.156,4.965,5.265
247.160,4.980,5.275
247.164,4.960,5.265
247.168,4.970,5.270
247.172,4.980,5.295
247.176,4.990,5.290
247.180,4.990,5.295
247.184,4.975,5.295
247.188,4.995,5.315
247.192,5.020,5.330
247.196,5.010,5.330
247.200,5.005,5.325
247.204,5.015,5.350
247.208,5.020,5.355
247.212,5.030,5.365
247.216,5.015,5.360
247.220,5.020,5.375
247.224,5.035,5.385
247.228,5.030,5.390
247.232,5.035,5.395
247.236,5.030,5.400
247.240,5.050,5.420
247.244,5.045,5.430
247.248,5.045,5.430
247.252,5.035,5.440
247.256,5.045,5.450
247.260,5.060,5.460
247.264,5.050,5.455
247.268,5.040,5.465
247.272,5.040,5.475
247.276,5.055,5.485
247.280,5.035,5.475
247.284,5.025,5.485
247.288,5.030,5.485
247.292,5.025,5.490
247.296,5.025,5.490
247.300,5.015,5.480
247.304,4.995,5.485
247.308,5.000,5.490
247.312,4.995,5.480
247.316,4.965,5.465
247.320,4.950,5.460
247.324,4.960,5.460
247.328,4.945,5.445
247.332,4.920,5.435
247.336,4.910,5.430
247.340,4.915,5.425
247.344,4.910,5.415
247.348,4.895,5.390
247.352,4.885,5.390
247.356,4.900,5.385
247.360,4.890,5.380
247.364,4.880,5.350
247.368,4.870,5.350
247.372,4.870,5.345
247.376,4.870,5.340
247.380,4.870,5.325
247.384,4.850,5.310
247.388,4.875,5.320
247.392,4.865,5.300
247.396,4.865,5.300
247.400,4.860,5.290
247.404,4.850,5.295
247.408,4.860,5.295
247.412,4.860,5.270
247.416,4.855,5.270
247.420,4.850,5.265
247.424,4.855,5.275
247.428,4.855,5.260
247.432,4.840,5.255
247.436,4.840,5.260
247.440,4.855,5.260
247.444,4.855,5.265
247.448,4.845,5.250
247.452,4.840,5.250
247.456,4.845,5.265
247.460,4.850,5.250
247.464,4.840,5.235
247.468,4.830,5.235
247.472,4.830,5.250
247.476,4.850,5.250
247.480,4.840,5.245
247.484,4.825,5.230
247.488,4.845,5.245
247.492,4.850,5.240
247.496,4.845,5.240
247.500,4.840,5.230
247.504,4.835,5.240
247.508,4.840,5.245
247.512,4.840,5.235
247.516,4.825,5.230
247.520,4.820,5.230
247.524,4.830,5.230
247.528,4.830,5.235
247.532,4.810,5.215
247.536,4.810,5.225
247.540,4.835,5.235
247.544,4.835,5.220
247.548,4.815,5.215
247.552,4.805,5.220
247.556,4.820,5.220
247.560,4.825,5.220
247.564,4.815,5.205
247.568,4.805,5.215
247.572,4.815,5.220
247.576,4.825,5.220
247.580,4.815,5.205
247.584,4.810,5.200
247.588,4.815,5.210
247.592,4.830,5.215
247.596,4.825,5.210
247.600,4.820,5.205
247.604,4.810,5.205
247.608,4.815,5.210
247.612,4.810,5.195
247.616,4.805,5.195
247.620,4.800,5.200
247.624,4.815,5.210
247.628,4.825,5.205
247.632,4.805,5.200
247.636,4.805,5.200
247.640,4.810,5.210
247.644,4.820,5.200
247.648,4.815,5.190
247.652,4.810,5.205
247.656,4.815,5.215
247.660,4.835,5.200
247.664,4.815,5.190
247.668,4.815,5.190
247.672,4.815,5.205
247.676,4.835,5.200
247.680,4.825,5.200
247.684,4.825,5.200
247.688,4.840,5.215
247.692,4.860,5.205
247.696,4.860,5.210
247.700,4.860,5.205
247.704,4.920,5.230
247.708,5.065,5.250
247.712,5.535,5.360
247.716,5.880,5.755
247.720,5.480,6.025
247.724,5.135,5.715
247.728,5.095,5.470
247.732,5.090,5.430
247.736,5.050,5.420
247.740,5.030,5.405
247.744,5.015,5.390
247.748,4.995,5.370
247.752,4.970,5.355
247.756,4.955,5.340
247.760,4.930,5.310
247.764,4.890,5.280
247.768,4.850,5.285
247.772,4.840,5.280
247.776,4.815,5.275
247.780,4.770,5.255
247.784,4.720,5.235
247.788,4.700,5.225
247.792,4.650,5.210
247.796,4.545,5.180
247.800,4.510,5.170
247.804,4.410,5.160
247.808,4.385,5.145
247.812,4.350,5.130
247.816,4.315,5.075
247.820,4.300,5.025
247.824,4.310,4.970
247.828,4.320,4.910
247.832,4.325,4.865
247.836,4.320,4.850
247.840,4.325,4.810
247.844,4.360,4.760
247.848,4.385,4.705
247.852,4.435,4.650
247.856,4.510,4.585
247.860,4.580,4.560
247.864,4.625,4.595
247.868,4.680,4.670
247.872,4.730,4.745
247.876,4.775,4.805
247.880,4.800,4.890
247.884,4.810,4.955
247.888,4.835,5.015
247.892,4.875,5.045
247.896,4.885,5.055
247.900,4.880,5.055
247.904,4.900,5.055
247.908,4.935,5.075
247.912,4.930,5.085
247.916,4.935,5.070
247.920,4.950,5.095
247.924,4.980,5.100
247.928,4.980,5.115
247.932,4.985,5.135
247.936,4.980,5.165
247.940,5.000,5.200
247.944,5.000,5.210
247.948,4.990,5.225
247.952,4.995,5.220
247.956,5.005,5.245
247.960,5.015,5.245
247.964,5.000,5.235
247.968,4.990,5.240
247.972,5.005,5.255
247.976,5.015,5.255
247.980,5.005,5.245
247.984,5.005,5.245
247.988,5.020,5.265
247.992,5.040,5.275
247.996,5.025,5.270
248.000,5.025,5.270
248.004,5.020,5.285
248.008,5.030,5.290
248.012,5.040,5.285
248.016,5.030,5.285
248.020,5.035,5.300
248.024,5.045,5.315
248.028,5.055,5.325
248.032,5.060,5.320
248.036,5.055,5.325
248.040,5.070,5.350
248.044,5.070,5.345
248.048,5.065,5.345
248.052,5.065,5.365
248.056,5.080,5.395
248.060,5.090,5.390
248.064,5.100,5.390
248.068,5.090,5.390
248.072,5.095,5.425
248.076,5.105,5.430
248.080,5.115,5.420
248.084,5.095,5.440
248.088,5.115,5.450
248.092,5.125,5.470
248.096,5.130,5.470
248.100,5.125,5.460
248.104,5.115,5.490
248.108,5.120,5.510
248.112,5.125,5.505
248.116,5.115,5.510
248.120,5.115,5.520
248.124,5.115,5.530
248.128,5.100,5.520
248.132,5.090,5.505
248.136,5.070,5.515
248.140,5.065,5.515
248.144,5.065,5.520
248.148,5.040,5.495
248.152,5.025,5.490
248.156,5.025,5.490
248.160,5.015,5.485
248.164,4.985,5.455
248.168,4.980,5.445
248.172,4.975,5.435
248.176,4.965,5.425
248.180,4.950,5.400
248.184,4.940,5.385
248.188,4.940,5.385
248.192,4.935,5.380
248.196,4.925,5.355
248.200,4.920,5.340
248.204,4.910,5.350
248.208,4.910,5.355
248.212,4.910,5.330
248.216,4.890,5.315
248.220,4.880,5.310
248.224,4.885,5.320
248.228,4.890,5.300
248.232,4.875,5.275
248.236,4.865,5.280
248.240,4.865,5.285
248.244,4.865,5.280
248.248,4.860,5.265
248.252,4.855,5.260
248.256,4.850,5.265
248.260,4.855,5.260
248.264,4.845,5.240
248.268,4.835,5.245
248.272,4.835,5.250
248.276,4.830,5.250
248.280,4.830,5.245
248.284,4.820,5.235
248.288,4.825,5.240
248.292,4.835,5.240
248.296,4.825,5.235
248.300,4.825,5.225
248.304,4.815,5.225
248.308,4.825,5.230
248.312,4.815,5.230
248.316,4.800,5.220
248.320,4.805,5.225
248.324,4.815,5.230
248.328,4.815,5.215
248.332,4.795,5.200
248.336,4.790,5.210
248.340,4.800,5.220
248.344,4.810,5.215
248.348,4.800,5.200
248.352,4.790,5.200
248.356,4.800,5.205
248.360,4.800,5.200
248.364,4.790,5.200
248.368,4.785,5.185
248.372,4.795,5.205
248.376,4.800,5.195
248.380,4.795,5.180
248.384,4.780,5.190
248.388,4.785,5.190
248.392,4.800,5.195
248.396,4.785,5.185
248.400,4.785,5.180
248.404,4.785,5.185
248.408,4.790,5.195
248.412,4.780,5.185
248.416,4.780,5.180
248.420,4.770,5.195
248.424,4.790,5.190
248.428,4.785,5.170
248.432,4.780,5.165
248.436,4.775,5.175
248.440,4.790,5.185
248.444,4.790,5.175
248.448,4.780,5.170
248.452,4.775,5.170
248.456,4.795,5.175
248.460,4.790,5.175
248.464,4.785,5.165
248.468,4.775,5.165
248.472,4.780,5.180
248.476,4.795,5.175
248.480,4.795,5.165
248.484,4.775,5.160
248.488,4.795,5.180
248.492,4.805,5.185
248.496,4.805,5.170
248.500,4.800,5.165
248.504,4.850,5.195
248.508,4.945,5.220
248.512,5.350,5.320
248.516,5.795,5.715
248.520,5.465,6.010
248.524,5.065,5.680
248.528,5.010,5.425
248.532,5.030,5.400
248.536,4.990,5.390
248.540,4.970,5.375
248.544,4.960,5.350
248.548,4.935,5.315
248.552,4.895,5.300
248.556,4.875,5.270
248.560,4.845,5.240
248.564,4.800,5.230
248.568,4.765,5.225
248.572,4.745,5.210
248.576,4.695,5.210
248.580,4.640,5.180
248.584,4.590,5.160
248.588,4.515,5.150
248.592,4.435,5.125
248.596,4.355,5.105
248.600,4.335,5.085
248.604,4.280,5.070
248.608,4.260,5.035
248.612,4.250,4.960
248.616,4.235,4.890
248.620,4.245,4.840
248.624,4.280,4.815
248.628,4.290,4.755
248.632,4.280,4.705
248.636,4.325,4.655
248.640,4.375,4.615
248.644,4.440,4.525
248.648,4.505,4.455
248.652,4.560,4.480
248.656,4.625,4.570
248.660,4.705,4.635
248.664,4.745,4.715
248.668,4.755,4.825
248.672,4.770,4.920
248.676,4.805,4.950
248.680,4.810,4.970
248.684,4.815,4.985
248.688,4.835,5.000
248.692,4.850,5.010
248.696,4.850,5.020
248.700,4.845,5.015
248.704,4.845,5.035
248.708,4.855,5.055
248.712,4.870,5.065
248.716,4.865,5.085
248.720,4.885,5.125
248.724,4.900,5.160
248.728,4.910,5.195
248.732,4.910,5.195
248.736,4.915,5.205
248.740,4.925,5.235
248.744,4.935,5.235
248.748,4.925,5.240
248.752,4.905,5.250
248.756,4.930,5.260
248.760,4.940,5.265
248.764,4.945,5.255
248.768,4.945,5.250
248.772,4.975,5.270
248.776,5.010,5.270
248.780,5.000,5.275
248.784,5.000,5.260
248.788,5.005,5.285
248.792,5.025,5.295
248.796,5.030,5.290
248.800,5.040,5.290
248.804,5.050,5.300
248.808,5.085,5.320
248.812,5.080,5.315
248.816,5.080,5.330
248.820,5.085,5.350
248.824,5.080,5.365
248.828,5.060,5.360
248.832,5.050,5.355
248.836,5.055,5.370
248.840,5.070,5.385
248.844,5.070,5.400
248.848,5.060,5.395
248.852,5.060,5.405
248.856,5.065,5.430
248.860,5.080,5.430
248.864,5.075,5.425
248.868,5.065,5.440
248.872,5.075,5.460
248.876,5.095,5.470
248.880,5.090,5.465
248.884,5.080,5.460
248.888,5.075,5.485
248.892,5.085,5.490
248.896,5.070,5.480
248.900,5.065,5.475
248.904,5.035,5.490
248.908,5.025,5.490
248.912,5.025,5.480
248.916,5.005,5.460
248.920,4.995,5.450
248.924,4.980,5.455
248.928,4.970,5.435
248.932,4.945,5.420
248.936,4.935,5.415
248.940,4.945,5.415
248.944,4.930,5.390
248.948,4.910,5.370
248.952,4.890,5.355
248.956,4.905,5.370
248.960,4.895,5.340
248.964,4.885,5.320
248.968,4.870,5.315
248.972,4.880,5.315
248.976,4.880,5.295
248.980,4.860,5.285
248.984,4.845,5.265
248.988,4.850,5.270
248.992,4.855,5.270
248.996,4.850,5.255
249.000,4.840,5.250
249.004,4.830,5.250
249.008,4.845,5.245
249.012,4.845,5.235
249.016,4.830,5.225
249.020,4.825,5.225
249.024,4.825,5.230
249.028,4.830,5.225
249.032,4.820,5.215
249.036,4.805,5.210
249.040,4.810,5.220
249.044,4.820,5.210
249.048,4.800,5.205
249.052,4.790,5.205
249.056,4.800,5.210
249.060,4.810,5.215
249.064,4.800,5.200
249.068,4.785,5.205
249.072,4.785,5.210
249.076,4.795,5.205
249.080,4.780,5.195
249.084,4.775,5.190
249.088,4.780,5.200
249.092,4.790,5.195
249.096,4.780,5.190
249.100,4.770,5.185
249.104,4.765,5.190
249.108,4.780,5.195
249.112,4.775,5.195
249.116,4.755,5.185
249.120,4.755,5.190
249.124,4.770,5.190
249.128,4.775,5.185
249.132,4.760,5.175
249.136,4.750,5.175
249.140,4.765,5.190
249.144,4.760,5.180
249.148,4.755,5.175
249.152,4.750,5.170
249.156,4.755,5.180
249.160,4.765,5.175
249.164,4.760,5.170
249.168,4.745,5.160
249.172,4.750,5.175
249.176,4.755,5.170
249.180,4.745,5.165
249.184,4.740,5.155
249.188,4.745,5.165
249.192,4.735,5.180
249.196,4.740,5.165
249.200,4.725,5.155
249.204,4.740,5.170
249.208,4.755,5.170
249.212,4.740,5.160
249.216,4.740,5.155
249.220,4.745,5.160
249.224,4.745,5.175
249.228,4.750,5.160
249.232,4.735,5.155
249.236,4.740,5.150
249.240,4.760,5.160
249.244,4.755,5.160
249.248,4.750,5.155
249.252,4.750,5.155
249.256,4.770,5.160
249.260,4.775,5.170
249.264,4.785,5.160
249.268,4.815,5.175
249.272,4.935,5.200
249.276,5.355,5.305
249.280,5.825,5.660
249.284,5.470,5.945
249.288,5.025,5.650
249.292,4.965,5.410
249.296,4.985,5.375
249.300,4.975,5.380
249.304,4.920,5.345
249.308,4.910,5.330
249.312,4.875,5.295
249.316,4.825,5.255
249.320,4.775,5.230
249.324,4.760,5.225
249.328,4.725,5.215
249.332,4.675,5.195
249.336,4.630,5.190
249.340,4.600,5.175
249.344,4.550,5.145
249.348,4.445,5.110
249.352,4.335,5.095
249.356,4.290,5.090
249.360,4.250,5.060
249.364,4.200,5.020
249.368,4.185,4.965
249.372,4.200,4.880
249.376,4.210,4.820
249.380,4.235,4.775
249.384,4.235,4.750
249.388,4.255,4.715
249.392,4.300,4.650
249.396,4.340,4.585
249.400,4.360,4.565
249.404,4.465,4.465
249.408,4.550,4.465
249.412,4.600,4.540
249.416,4.635,4.595
249.420,4.690,4.690
249.424,4.735,4.795
249.428,4.765,4.870
249.432,4.765,4.925
249.436,4.775,4.970
249.440,4.800,4.990
249.444,4.810,4.990
249.448,4.815,4.985
249.452,4.815,5.005
249.456,4.830,5.010
249.460,4.835,5.025
249.464,4.830,5.035
249.468,4.825,5.045
249.472,4.850,5.080
249.476,4.870,5.100
249.480,4.880,5.120
249.484,4.885,5.145
249.488,4.905,5.185
249.492,4.925,5.190
249.496,4.925,5.185
249.500,4.930,5.175
249.504,4.930,5.205
249.508,4.940,5.215
249.512,4.945,5.215
249.516,4.930,5.205
249.520,4.940,5.220
249.524,4.955,5.235
249.528,4.955,5.240
249.532,4.955,5.230
249.536,4.945,5.240
249.540,4.955,5.250
249.544,4.965,5.255
249.548,4.970,5.250
249.552,4.960,5.260
249.556,4.970,5.280
249.560,4.990,5.285
249.564,4.985,5.290
249.568,4.970,5.275
249.572,4.980,5.290
249.576,4.995,5.315
249.580,5.000,5.305
249.584,5.000,5.310
249.588,5.010,5.340
249.592,5.025,5.350
249.596,5.035,5.345
249.600,5.030,5.350
249.604,5.025,5.380
249.608,5.045,5.390
249.612,5.050,5.395
249.616,5.035,5.390
249.620,5.030,5.420
249.624,5.040,5.445
249.628,5.045,5.465
249.632,5.045,5.460
249.636,5.040,5.480
249.640,5.050,5.495
249.644,5.060,5.505
249.648,5.060,5.510
249.652,5.050,5.505
249.656,5.060,5.520
249.660,5.075,5.520
249.664,5.070,5.520
