'Elapsed time','V5','V2'
219.878,-0.360,-0.220
219.881,-0.355,-0.210
219.883,-0.335,-0.210
219.886,-0.355,-0.215
219.889,-0.355,-0.240
219.892,-0.355,-0.215
219.894,-0.345,-0.220
219.897,-0.345,-0.205
219.900,-0.340,-0.210
219.903,-0.345,-0.225
219.906,-0.350,-0.240
219.908,-0.340,-0.225
219.911,-0.340,-0.215
219.914,-0.325,-0.225
219.917,-0.340,-0.215
219.919,-0.330,-0.225
219.922,-0.330,-0.235
219.925,-0.330,-0.225
219.928,-0.330,-0.220
219.931,-0.330,-0.215
219.933,-0.335,-0.215
219.936,-0.340,-0.230
219.939,-0.345,-0.235
219.942,-0.335,-0.225
219.944,-0.325,-0.220
219.947,-0.325,-0.215
219.950,-0.315,-0.215
219.953,-0.330,-0.225
219.956,-0.335,-0.215
219.958,-0.325,-0.235
219.961,-0.315,-0.210
219.964,-0.310,-0.185
219.967,-0.305,-0.185
219.969,-0.305,-0.170
219.972,-0.300,-0.105
219.975,-0.290,0.065
219.978,-0.260,0.415
219.981,-0.230,0.785
219.983,-0.185,0.910
219.986,-0.130,0.700
219.989,0.000,0.430
219.992,0.285,0.285
219.994,0.635,0.230
219.997,0.785,0.175
220.000,0.605,0.095
220.003,0.315,0.030
220.006,0.150,-0.065
220.008,0.100,-0.135
220.011,0.125,-0.270
220.014,0.135,-0.430
220.017,0.125,-0.590
220.019,0.125,-0.785
220.022,0.115,-1.005
220.025,0.105,-1.215
220.028,0.125,-1.370
220.031,0.140,-1.505
220.033,0.145,-1.620
220.036,0.120,-1.760
220.039,0.095,-1.900
220.042,0.095,-2.060
220.044,0.105,-2.220
220.047,0.105,-2.415
220.050,0.105,-2.580
220.053,0.080,-2.715
220.056,0.060,-2.810
220.058,0.025,-2.885
220.061,0.000,-2.950
220.064,-0.025,-3.030
220.067,-0.085,-3.080
220.069,-0.150,-3.125
220.072,-0.210,-3.155
220.075,-0.270,-3.170
220.078,-0.295,-3.170
220.081,-0.355,-3.175
220.083,-0.410,-3.175
220.086,-0.495,-3.205
220.089,-0.580,-3.200
220.092,-0.620,-3.190
220.094,-0.595,-3.185
220.097,-0.560,-3.175
220.100,-0.530,-3.165
220.103,-0.490,-3.160
220.106,-0.470,-3.150
220.108,-0.465,-3.130
220.111,-0.440,-3.065
220.114,-0.445,-3.000
220.117,-0.440,-2.920
220.119,-0.455,-2.820
220.122,-0.455,-2.695
220.125,-0.445,-2.525
220.128,-0.430,-2.320
220.131,-0.390,-2.120
220.133,-0.380,-1.890
220.136,-0.350,-1.650
220.139,-0.325,-1.405
220.142,-0.315,-1.145
220.144,-0.325,-0.925
220.147,-0.340,-0.720
220.150,-0.350,-0.515
220.153,-0.370,-0.335
220.156,-0.365,-0.175
220.158,-0.380,-0.010
220.161,-0.375,0.150
220.164,-0.365,0.310
220.167,-0.360,0.440
220.169,-0.350,0.535
220.172,-0.355,0.615
220.175,-0.360,0.695
220.178,-0.330,0.765
220.181,-0.335,0.805
220.183,-0.330,0.835
220.186,-0.330,0.870
220.189,-0.345,0.895
220.192,-0.340,0.925
220.194,-0.320,0.955
220.197,-0.325,0.990
220.200,-0.320,1.020
220.203,-0.330,1.035
220.206,-0.335,1.065
220.208,-0.340,1.090
220.211,-0.330,1.135
220.214,-0.325,1.160
220.217,-0.320,1.160
220.219,-0.330,1.185
220.222,-0.345,1.205
220.225,-0.345,1.235
220.228,-0.330,1.250
220.231,-0.330,1.290
220.233,-0.315,1.315
220.236,-0.320,1.340
220.239,-0.325,1.345
220.242,-0.325,1.390
220.244,-0.315,1.420
220.247,-0.320,1.465
220.250,-0.310,1.490
220.253,-0.320,1.510
220.256,-0.335,1.525
220.258,-0.330,1.560
220.261,-0.315,1.600
220.264,-0.325,1.630
220.267,-0.320,1.650
220.269,-0.320,1.675
220.272,-0.315,1.690
220.275,-0.320,1.720
220.278,-0.305,1.760
220.281,-0.300,1.800
220.283,-0.285,1.815
220.286,-0.290,1.825
220.289,-0.290,1.845
220.292,-0.290,1.875
220.294,-0.270,1.900
220.297,-0.260,1.925
220.300,-0.255,1.945
220.303,-0.250,1.940
220.306,-0.250,1.960
220.308,-0.250,1.960
220.311,-0.230,1.970
220.314,-0.220,1.980
220.317,-0.205,1.965
220.319,-0.190,1.950
220.322,-0.185,1.930
220.325,-0.195,1.925
220.328,-0.170,1.910
220.331,-0.145,1.885
220.333,-0.160,1.855
220.336,-0.160,1.810
220.339,-0.165,1.765
220.342,-0.150,1.735
220.344,-0.145,1.700
220.347,-0.135,1.655
220.350,-0.130,1.600
220.353,-0.130,1.540
220.356,-0.125,1.475
220.358,-0.115,1.425
220.361,-0.105,1.365
220.364,-0.085,1.305
220.367,-0.090,1.230
220.369,-0.085,1.160
220.372,-0.095,1.100
220.375,-0.100,1.045
220.378,-0.085,0.995
220.381,-0.090,0.915
220.383,-0.095,0.845
220.386,-0.095,0.770
220.389,-0.105,0.705
220.392,-0.125,0.645
220.394,-0.125,0.600
220.397,-0.105,0.545
220.400,-0.105,0.500
220.403,-0.115,0.435
220.406,-0.125,0.380
220.408,-0.145,0.345
220.411,-0.135,0.325
220.414,-0.130,0.280
220.417,-0.135,0.260
220.419,-0.160,0.215
220.422,-0.165,0.175
220.425,-0.195,0.175
220.428,-0.185,0.140
220.431,-0.180,0.130
220.433,-0.175,0.110
220.436,-0.185,0.080
220.439,-0.200,0.055
220.442,-0.205,0.050
220.444,-0.205,0.055
220.447,-0.200,0.050
220.450,-0.205,0.035
220.453,-0.225,0.030
220.456,-0.235,0.020
220.458,-0.245,0.020
220.461,-0.235,0.020
220.464,-0.220,0.015
220.467,-0.205,0.010
220.469,-0.215,0.000
220.472,-0.230,-0.010
220.475,-0.235,-0.005
220.478,-0.240,0.000
220.481,-0.240,0.000
220.483,-0.245,-0.015
220.486,-0.255,-0.010
220.489,-0.260,-0.030
220.492,-0.275,-0.015
220.494,-0.260,-0.005
220.497,-0.250,0.000
220.500,-0.260,-0.010
220.503,-0.255,-0.020
220.506,-0.260,-0.020
220.508,-0.270,-0.010
220.511,-0.265,-0.010
220.514,-0.260,-0.010
220.517,-0.250,-0.005
220.519,-0.255,-0.025
220.522,-0.275,-0.035
220.525,-0.280,-0.035
220.528,-0.275,-0.030
220.531,-0.270,-0.025
220.533,-0.275,-0.040
220.536,-0.280,-0.060
220.539,-0.280,-0.065
220.542,-0.295,-0.060
220.544,-0.285,-0.050
220.547,-0.280,-0.045
220.550,-0.300,-0.055
220.553,-0.310,-0.065
220.556,-0.315,-0.070
220.558,-0.305,-0.070
220.561,-0.295,-0.075
220.564,-0.285,-0.070
220.567,-0.285,-0.080
220.569,-0.305,-0.090
220.572,-0.290,-0.100
220.575,-0.305,-0.095
220.578,-0.290,-0.100
220.581,-0.290,-0.100
220.583,-0.290,-0.110
220.586,-0.285,-0.120
220.589,-0.310,-0.135
220.592,-0.310,-0.120
220.594,-0.310,-0.120
220.597,-0.295,-0.115
220.600,-0.285,-0.115
220.603,-0.300,-0.135
220.606,-0.305,-0.160
220.608,-0.320,-0.150
220.611,-0.320,-0.135
220.614,-0.320,-0.150
220.617,-0.320,-0.145
220.619,-0.325,-0.165
220.622,-0.330,-0.170
220.625,-0.340,-0.170
220.628,-0.325,-0.165
220.631,-0.320,-0.155
220.633,-0.315,-0.160
220.636,-0.320,-0.185
220.639,-0.325,-0.195
220.642,-0.335,-0.195
220.644,-0.350,-0.170
220.647,-0.330,-0.180
220.650,-0.340,-0.185
220.653,-0.345,-0.200
220.656,-0.335,-0.200
220.658,-0.330,-0.200
220.661,-0.320,-0.190
220.664,-0.310,-0.190
220.667,-0.320,-0.205
220.669,-0.335,-0.205
220.672,-0.330,-0.215
220.675,-0.345,-0.205
220.678,-0.330,-0.200
220.681,-0.320,-0.210
220.683,-0.315,-0.205
220.686,-0.325,-0.210
220.689,-0.340,-0.225
220.692,-0.355,-0.210
220.694,-0.365,-0.205
220.697,-0.345,-0.205
220.700,-0.335,-0.205
220.703,-0.330,-0.215
220.706,-0.320,-0.225
220.708,-0.320,-0.225
220.711,-0.320,-0.210
220.714,-0.320,-0.220
220.717,-0.335,-0.215
220.719,-0.350,-0.230
220.722,-0.345,-0.235
220.725,-0.340,-0.230
220.728,-0.330,-0.220
220.731,-0.325,-0.220
220.733,-0.340,-0.225
220.736,-0.345,-0.250
220.739,-0.350,-0.240
220.742,-0.360,-0.235
220.744,-0.335,-0.210
220.747,-0.320,-0.220
220.750,-0.315,-0.225
220.753,-0.315,-0.235
220.756,-0.325,-0.240
220.758,-0.335,-0.235
220.761,-0.330,-0.235
220.764,-0.315,-0.225
220.767,-0.310,-0.230
220.769,-0.310,-0.240
220.772,-0.315,-0.245
220.775,-0.305,-0.230
220.778,-0.305,-0.230
220.781,-0.300,-0.235
220.783,-0.305,-0.225
220.786,-0.310,-0.230
220.789,-0.305,-0.240
220.792,-0.320,-0.240
220.794,-0.315,-0.225
220.797,-0.305,-0.225
220.800,-0.300,-0.230
220.803,-0.315,-0.235
220.806,-0.325,-0.240
220.808,-0.330,-0.230
220.811,-0.320,-0.205
220.814,-0.310,-0.215
220.817,-0.310,-0.215
220.819,-0.305,-0.220
220.822,-0.310,-0.210
220.825,-0.295,-0.200
220.828,-0.285,-0.150
220.831,-0.275,-0.100
220.833,-0.265,0.075
220.836,-0.245,0.430
220.839,-0.215,0.785
220.842,-0.180,0.880
220.844,-0.070,0.665
220.847,0.150,0.415
220.850,0.520,0.290
220.853,0.820,0.245
220.856,0.790,0.195
220.858,0.500,0.145
220.861,0.240,0.115
220.864,0.160,0.075
220.867,0.170,0.000
220.869,0.170,-0.105
220.872,0.170,-0.245
220.875,0.175,-0.410
220.878,0.175,-0.595
220.881,0.215,-0.800
220.883,0.205,-1.025
220.886,0.215,-1.245
220.889,0.200,-1.470
220.892,0.195,-1.725
220.894,0.210,-1.925
220.897,0.205,-2.110
220.900,0.200,-2.275
220.903,0.210,-2.425
220.906,0.210,-2.565
220.908,0.210,-2.665
220.911,0.200,-2.715
220.914,0.190,-2.785
220.917,0.165,-2.875
220.919,0.135,-2.955
220.922,0.095,-3.040
220.925,0.050,-3.075
220.928,-0.015,-3.100
220.931,-0.070,-3.105
220.933,-0.120,-3.130
220.936,-0.185,-3.155
220.939,-0.285,-3.180
220.942,-0.355,-3.165
220.944,-0.435,-3.170
220.947,-0.475,-3.170
220.950,-0.495,-3.170
220.953,-0.485,-3.165
220.956,-0.475,-3.170
220.958,-0.465,-3.155
220.961,-0.470,-3.140
220.964,-0.485,-3.120
220.967,-0.515,-3.080
220.969,-0.535,-3.045
220.972,-0.540,-2.995
220.975,-0.545,-2.885
220.978,-0.530,-2.760
220.981,-0.520,-2.615
220.983,-0.495,-2.455
220.986,-0.485,-2.265
220.989,-0.460,-2.045
220.992,-0.440,-1.795
220.994,-0.400,-1.560
220.997,-0.380,-1.330
221.000,-0.390,-1.110
221.003,-0.405,-0.900
221.006,-0.390,-0.700
221.008,-0.395,-0.485
221.011,-0.400,-0.290
221.014,-0.400,-0.115
221.017,-0.415,0.045
221.019,-0.430,0.160
221.022,-0.440,0.305
221.025,-0.435,0.450
221.028,-0.420,0.570
221.031,-0.395,0.650
221.033,-0.390,0.710
221.036,-0.405,0.750
221.039,-0.385,0.795
221.042,-0.380,0.835
221.044,-0.360,0.870
221.047,-0.355,0.920
221.050,-0.345,0.945
221.053,-0.345,0.970
221.056,-0.335,0.985
221.058,-0.340,1.015
221.061,-0.320,1.055
221.064,-0.320,1.075
221.067,-0.315,1.110
221.069,-0.320,1.115
221.072,-0.310,1.140
221.075,-0.310,1.180
221.078,-0.300,1.205
221.081,-0.295,1.235
221.083,-0.310,1.270
221.086,-0.330,1.275
221.089,-0.340,1.305
221.092,-0.340,1.330
221.094,-0.330,1.375
221.097,-0.305,1.400
221.100,-0.305,1.430
221.103,-0.305,1.450
221.106,-0.320,1.475
221.108,-0.320,1.505
221.111,-0.305,1.545
221.114,-0.300,1.590
221.117,-0.295,1.610
221.119,-0.295,1.640
221.122,-0.285,1.660
221.125,-0.290,1.690
221.128,-0.280,1.730
221.131,-0.270,1.775
221.133,-0.270,1.795
221.136,-0.265,1.805
221.139,-0.260,1.830
221.142,-0.260,1.865
221.144,-0.255,1.895
221.147,-0.235,1.920
221.150,-0.235,1.940
221.153,-0.230,1.950
221.156,-0.235,1.950
221.158,-0.220,1.980
221.161,-0.190,2.000
221.164,-0.170,2.005
221.167,-0.170,2.005
221.169,-0.170,1.990
221.172,-0.175,1.980
221.175,-0.175,1.960
221.178,-0.170,1.965
221.181,-0.155,1.950
221.183,-0.140,1.930
221.186,-0.135,1.880
221.189,-0.130,1.855
221.192,-0.110,1.810
221.194,-0.085,1.775
221.197,-0.070,1.735
221.200,-0.080,1.680
221.203,-0.070,1.625
221.206,-0.065,1.560
221.208,-0.070,1.505
221.211,-0.050,1.450
221.214,-0.045,1.400
221.217,-0.050,1.330
221.219,-0.060,1.245
221.222,-0.065,1.175
221.225,-0.055,1.110
221.228,-0.045,1.055
221.231,-0.020,0.990
221.233,-0.025,0.915
221.236,-0.025,0.825
221.239,-0.030,0.740
221.242,-0.035,0.695
221.244,-0.020,0.645
221.247,-0.015,0.590
221.250,-0.020,0.540
221.253,-0.025,0.480
221.256,-0.040,0.415
221.258,-0.065,0.370
221.261,-0.070,0.325
221.264,-0.080,0.290
221.267,-0.100,0.250
221.269,-0.110,0.215
221.272,-0.110,0.170
221.275,-0.110,0.155
221.278,-0.110,0.125
221.281,-0.105,0.120
221.283,-0.120,0.085
221.286,-0.145,0.075
221.289,-0.160,0.060
221.292,-0.175,0.055
221.294,-0.175,0.060
221.297,-0.165,0.045
221.300,-0.180,0.030
221.303,-0.195,0.025
221.306,-0.205,0.005
221.308,-0.210,0.000
221.311,-0.200,0.005
221.314,-0.195,0.010
221.317,-0.205,-0.010
221.319,-0.225,-0.010
221.322,-0.235,-0.005
221.325,-0.245,0.000
221.328,-0.230,-0.005
221.331,-0.230,-0.015
221.333,-0.225,-0.010
221.336,-0.245,-0.015
221.339,-0.250,-0.030
221.342,-0.255,-0.025
221.344,-0.255,-0.020
221.347,-0.240,-0.020
221.350,-0.235,-0.005
221.353,-0.250,-0.015
221.356,-0.260,-0.030
221.358,-0.255,-0.010
221.361,-0.260,-0.010
221.364,-0.245,-0.015
221.367,-0.255,-0.015
221.369,-0.265,-0.020
221.372,-0.275,-0.030
221.375,-0.280,-0.025
221.378,-0.265,-0.015
221.381,-0.260,-0.010
221.383,-0.270,-0.025
221.386,-0.290,-0.035
221.389,-0.285,-0.045
221.392,-0.295,-0.040
221.394,-0.285,-0.030
221.397,-0.285,-0.035
221.400,-0.300,-0.035
221.403,-0.295,-0.055
221.406,-0.295,-0.060
221.408,-0.310,-0.050
221.411,-0.295,-0.050
221.414,-0.290,-0.065
221.417,-0.295,-0.075
221.419,-0.300,-0.080
221.422,-0.310,-0.095
221.425,-0.310,-0.095
221.428,-0.305,-0.085
221.431,-0.300,-0.100
221.433,-0.305,-0.095
221.436,-0.320,-0.110
221.439,-0.330,-0.120
221.442,-0.325,-0.105
221.444,-0.320,-0.100
221.447,-0.300,-0.110
221.450,-0.310,-0.110
221.453,-0.315,-0.135
221.456,-0.340,-0.130
221.458,-0.340,-0.125
221.461,-0.335,-0.125
221.464,-0.325,-0.120
221.467,-0.330,-0.130
221.469,-0.335,-0.155
221.472,-0.340,-0.155
221.475,-0.345,-0.145
221.478,-0.335,-0.145
221.481,-0.325,-0.150
221.483,-0.330,-0.155
221.486,-0.330,-0.165
221.489,-0.350,-0.165
221.492,-0.355,-0.160
221.494,-0.340,-0.155
221.497,-0.335,-0.160
221.500,-0.335,-0.145
221.503,-0.340,-0.160
221.506,-0.345,-0.170
221.508,-0.350,-0.160
221.511,-0.345,-0.170
221.514,-0.330,-0.170
221.517,-0.340,-0.165
221.519,-0.345,-0.175
221.522,-0.360,-0.180
221.525,-0.350,-0.175
221.528,-0.345,-0.175
221.531,-0.335,-0.160
221.533,-0.335,-0.155
221.536,-0.345,-0.175
221.539,-0.355,-0.175
221.542,-0.355,-0.160
221.544,-0.350,-0.165
221.547,-0.345,-0.165
221.550,-0.335,-0.170
221.553,-0.350,-0.175
221.556,-0.355,-0.190
221.558,-0.350,-0.165
221.561,-0.345,-0.160
221.564,-0.320,-0.170
221.567,-0.335,-0.165
221.569,-0.345,-0.180
221.572,-0.340,-0.190
221.575,-0.355,-0.185
221.578,-0.340,-0.165
221.581,-0.330,-0.160
221.583,-0.320,-0.165
221.586,-0.335,-0.170
221.589,-0.345,-0.180
221.592,-0.340,-0.160
221.594,-0.345,-0.165
221.597,-0.335,-0.170
221.600,-0.325,-0.170
221.603,-0.335,-0.175
221.606,-0.340,-0.180
221.608,-0.335,-0.175
221.611,-0.325,-0.170
221.614,-0.325,-0.165
221.617,-0.315,-0.165
221.619,-0.320,-0.175
221.622,-0.325,-0.180
221.625,-0.325,-0.165
221.628,-0.325,-0.170
221.631,-0.315,-0.150
221.633,-0.310,-0.170
221.636,-0.325,-0.170
221.639,-0.320,-0.180
221.642,-0.315,-0.165
221.644,-0.300,-0.140
221.647,-0.295,-0.120
221.650,-0.290,-0.090
221.653,-0.285,-0.030
221.656,-0.270,0.175
221.658,-0.245,0.590
221.661,-0.200,0.970
221.664,-0.130,0.965
221.667,0.015,0.645
221.669,0.330,0.390
221.672,0.735,0.290
221.675,0.915,0.265
221.678,0.720,0.250
221.681,0.365,0.195
221.683,0.155,0.160
221.686,0.105,0.115
221.689,0.130,0.030
221.692,0.150,-0.060
221.694,0.155,-0.185
221.697,0.170,-0.365
221.700,0.175,-0.580
221.703,0.190,-0.820
221.706,0.195,-1.080
221.708,0.205,-1.320
221.711,0.220,-1.580
221.714,0.230,-1.810
221.717,0.210,-2.025
221.719,0.180,-2.195
221.722,0.185,-2.350
221.725,0.185,-2.475
221.728,0.195,-2.560
221.731,0.210,-2.635
221.733,0.175,-2.745
221.736,0.180,-2.845
221.739,0.165,-2.950
221.742,0.130,-3.010
221.744,0.075,-3.030
221.747,0.015,-3.055
221.750,-0.045,-3.095
221.753,-0.090,-3.110
221.756,-0.140,-3.135
221.758,-0.215,-3.150
221.761,-0.305,-3.140
221.764,-0.370,-3.155
221.767,-0.400,-3.145
221.769,-0.400,-3.155
221.772,-0.385,-3.165
221.775,-0.365,-3.140
221.778,-0.350,-3.125
221.781,-0.345,-3.100
221.783,-0.375,-3.055
221.786,-0.410,-3.015
221.789,-0.420,-2.945
221.792,-0.435,-2.840
221.794,-0.450,-2.690
221.797,-0.440,-2.555
221.800,-0.430,-2.410
221.803,-0.420,-2.220
221.806,-0.415,-2.000
221.808,-0.410,-1.755
221.811,-0.400,-1.520
221.814,-0.405,-1.300
221.817,-0.420,-1.090
221.819,-0.405,-0.860
221.822,-0.410,-0.655
221.825,-0.425,-0.425
221.828,-0.420,-0.220
221.831,-0.425,-0.055
221.833,-0.440,0.100
221.836,-0.455,0.235
221.839,-0.465,0.370
221.842,-0.460,0.505
221.844,-0.425,0.615
221.847,-0.415,0.705
221.850,-0.425,0.750
221.853,-0.420,0.780
221.856,-0.420,0.830
221.858,-0.430,0.870
221.861,-0.395,0.920
221.864,-0.385,0.955
221.867,-0.390,0.990
221.869,-0.405,1.010
221.872,-0.400,1.040
221.875,-0.420,1.080
221.878,-0.400,1.105
221.881,-0.390,1.145
221.883,-0.400,1.180
221.886,-0.390,1.195
221.889,-0.400,1.230
221.892,-0.410,1.255
221.894,-0.395,1.300
221.897,-0.395,1.320
221.900,-0.390,1.350
221.903,-0.395,1.375
221.906,-0.400,1.415
221.908,-0.410,1.445
221.911,-0.400,1.490
221.914,-0.385,1.525
221.917,-0.390,1.575
221.919,-0.395,1.580
221.922,-0.395,1.625
221.925,-0.390,1.660
221.928,-0.390,1.715
221.931,-0.375,1.750
221.933,-0.370,1.785
221.936,-0.375,1.795
221.939,-0.385,1.830
221.942,-0.375,1.860
221.944,-0.360,1.910
221.947,-0.355,1.935
221.950,-0.355,1.965
221.953,-0.350,1.970
221.956,-0.355,1.995
221.958,-0.340,2.030
221.961,-0.335,2.060
221.964,-0.325,2.070
221.967,-0.315,2.075
221.969,-0.310,2.075
221.972,-0.300,2.080
221.975,-0.295,2.070
221.978,-0.285,2.080
221.981,-0.260,2.065
221.983,-0.250,2.045
221.986,-0.245,2.020
221.989,-0.240,1.970
221.992,-0.240,1.955
221.994,-0.215,1.925
221.997,-0.195,1.890
222.000,-0.185,1.835
222.003,-0.185,1.765
222.006,-0.195,1.705
222.008,-0.185,1.655
222.011,-0.165,1.595
222.014,-0.150,1.525
222.017,-0.135,1.460
222.019,-0.140,1.385
222.022,-0.145,1.305
222.025,-0.140,1.245
222.028,-0.130,1.185
222.031,-0.115,1.120
222.033,-0.115,1.050
222.036,-0.120,0.975
222.039,-0.135,0.900
222.042,-0.140,0.835
222.044,-0.130,0.785
222.047,-0.115,0.730
222.050,-0.125,0.655
222.053,-0.135,0.600
222.056,-0.145,0.550
222.058,-0.160,0.500
222.061,-0.140,0.460
222.064,-0.130,0.415
222.067,-0.150,0.360
222.069,-0.165,0.335
222.072,-0.175,0.285
222.075,-0.195,0.260
222.078,-0.175,0.250
222.081,-0.180,0.215
222.083,-0.180,0.205
222.086,-0.180,0.160
222.089,-0.200,0.140
222.092,-0.205,0.125
222.094,-0.200,0.125
222.097,-0.190,0.110
222.100,-0.190,0.090
222.103,-0.210,0.075
222.106,-0.215,0.060
222.108,-0.220,0.070
222.111,-0.205,0.060
222.114,-0.200,0.060
222.117,-0.200,0.065
222.119,-0.215,0.050
222.122,-0.215,0.035
222.125,-0.225,0.040
222.128,-0.215,0.045
222.131,-0.210,0.040
222.133,-0.215,0.050
222.136,-0.225,0.035
222.139,-0.235,0.025
222.142,-0.240,0.025
222.144,-0.225,0.035
222.147,-0.220,0.040
222.150,-0.225,0.035
222.153,-0.235,0.020
222.156,-0.240,0.025
222.158,-0.245,0.030
222.161,-0.230,0.035
222.164,-0.230,0.040
222.167,-0.235,0.030
222.169,-0.230,0.015
222.172,-0.240,0.010
222.175,-0.240,0.010
222.178,-0.225,0.020
222.181,-0.230,0.030
222.183,-0.235,0.015
222.186,-0.240,-0.005
222.189,-0.255,-0.005
222.192,-0.255,-0.005
222.194,-0.245,0.000
222.197,-0.245,-0.005
222.200,-0.245,0.000
222.203,-0.255,-0.015
222.206,-0.260,-0.020
222.208,-0.275,-0.015
222.211,-0.260,-0.010
222.214,-0.250,-0.005
222.217,-0.250,0.000
222.219,-0.270,-0.010
222.222,-0.270,-0.025
222.225,-0.270,-0.005
222.228,-0.270,0.000
222.231,-0.260,-0.010
222.233,-0.260,-0.010
222.236,-0.275,-0.020
222.239,-0.285,-0.020
222.242,-0.295,-0.020
222.244,-0.285,-0.020
222.247,-0.270,-0.020
222.250,-0.285,-0.030
222.253,-0.265,-0.030
222.256,-0.275,-0.045
222.258,-0.290,-0.055
222.261,-0.255,-0.055
222.264,-0.255,-0.065
222.267,-0.275,-0.080
222.269,-0.275,-0.105
222.272,-0.270,-0.120
222.275,-0.270,-0.130
222.278,-0.255,-0.135
222.281,-0.240,-0.150
222.283,-0.250,-0.150
222.286,-0.260,-0.165
222.289,-0.265,-0.190
222.292,-0.280,-0.170
222.294,-0.275,-0.180
222.297,-0.270,-0.180
222.300,-0.270,-0.195
222.303,-0.270,-0.205
222.306,-0.275,-0.210
222.308,-0.285,-0.185
222.311,-0.275,-0.170
222.314,-0.270,-0.165
222.317,-0.275,-0.175
222.319,-0.290,-0.190
222.322,-0.315,-0.200
222.325,-0.325,-0.195
222.328,-0.320,-0.190
222.331,-0.310,-0.185
222.333,-0.310,-0.185
222.336,-0.310,-0.210
222.339,-0.320,-0.205
222.342,-0.330,-0.205
222.344,-0.325,-0.200
222.347,-0.315,-0.190
222.350,-0.325,-0.190
222.353,-0.320,-0.200
222.356,-0.340,-0.210
222.358,-0.350,-0.195
222.361,-0.330,-0.195
222.364,-0.315,-0.190
222.367,-0.325,-0.195
222.369,-0.320,-0.205
222.372,-0.340,-0.210
222.375,-0.345,-0.210
222.378,-0.330,-0.210
222.381,-0.315,-0.195
222.383,-0.320,-0.200
222.386,-0.330,-0.215
222.389,-0.330,-0.205
222.392,-0.330,-0.205
222.394,-0.320,-0.200
222.397,-0.315,-0.185
222.400,-0.315,-0.195
222.403,-0.330,-0.200
222.406,-0.335,-0.220
222.408,-0.335,-0.205
222.411,-0.315,-0.200
222.414,-0.305,-0.185
222.417,-0.305,-0.205
222.419,-0.320,-0.210
222.422,-0.330,-0.215
222.425,-0.330,-0.205
222.428,-0.310,-0.185
222.431,-0.295,-0.190
222.433,-0.300,-0.195
222.436,-0.300,-0.205
222.439,-0.305,-0.205
222.442,-0.310,-0.200
222.444,-0.300,-0.175
222.447,-0.285,-0.175
222.450,-0.290,-0.170
222.453,-0.285,-0.180
222.456,-0.285,-0.165
222.458,-0.270,-0.105
222.461,-0.250,-0.010
222.464,-0.215,0.245
222.467,-0.200,0.680
222.469,-0.160,0.950
222.472,-0.070,0.835
222.475,0.130,0.515
222.478,0.520,0.330
222.481,0.895,0.275
222.483,0.940,0.240
222.486,0.660,0.170
222.489,0.320,0.130
222.492,0.175,0.120
222.494,0.165,0.095
222.497,0.190,0.015
222.500,0.190,-0.065
222.503,0.205,-0.230
222.506,0.210,-0.415
222.508,0.225,-0.630
222.511,0.255,-0.855
222.514,0.290,-1.095
222.517,0.290,-1.345
222.519,0.295,-1.605
222.522,0.300,-1.880
222.525,0.295,-2.100
222.528,0.310,-2.260
222.531,0.330,-2.395
222.533,0.330,-2.485
222.536,0.335,-2.595
222.539,0.325,-2.665
222.542,0.320,-2.745
222.544,0.325,-2.810
222.547,0.335,-2.900
222.550,0.295,-2.975
222.553,0.230,-3.030
222.556,0.160,-3.060
222.558,0.110,-3.075
222.561,0.080,-3.080
222.564,0.025,-3.110
222.567,-0.060,-3.130
222.569,-0.170,-3.155
222.572,-0.265,-3.160
222.575,-0.295,-3.165
222.578,-0.285,-3.145
222.581,-0.255,-3.145
222.583,-0.245,-3.135
222.586,-0.250,-3.130
222.589,-0.260,-3.105
222.592,-0.270,-3.055
222.594,-0.315,-2.975
222.597,-0.320,-2.905
222.600,-0.355,-2.800
222.603,-0.390,-2.695
222.606,-0.425,-2.585
222.608,-0.425,-2.420
222.611,-0.410,-2.245
222.614,-0.405,-2.040
222.617,-0.415,-1.805
222.619,-0.440,-1.585
222.622,-0.440,-1.355
222.625,-0.435,-1.125
222.628,-0.420,-0.890
222.631,-0.410,-0.655
222.633,-0.390,-0.425
222.636,-0.415,-0.240
222.639,-0.435,-0.055
222.642,-0.445,0.115
222.644,-0.450,0.275
222.647,-0.440,0.420
222.650,-0.440,0.550
222.653,-0.435,0.655
222.656,-0.430,0.710
222.658,-0.435,0.785
222.661,-0.405,0.835
222.664,-0.400,0.895
222.667,-0.405,0.925
222.669,-0.405,0.960
222.672,-0.410,0.990
222.675,-0.395,1.035
222.678,-0.400,1.090
222.681,-0.395,1.125
222.683,-0.395,1.170
222.686,-0.405,1.195
222.689,-0.415,1.235
222.692,-0.415,1.280
222.694,-0.395,1.325
222.697,-0.390,1.355
222.700,-0.385,1.395
222.703,-0.400,1.430
222.706,-0.405,1.480
222.708,-0.400,1.510
222.711,-0.400,1.565
222.714,-0.405,1.605
222.717,-0.395,1.645
222.719,-0.405,1.680
222.722,-0.415,1.720
222.725,-0.415,1.755
222.728,-0.395,1.800
222.731,-0.390,1.850
222.733,-0.400,1.885
222.736,-0.390,1.915
222.739,-0.400,1.945
222.742,-0.395,1.975
222.744,-0.385,2.015
222.747,-0.370,2.055
222.750,-0.365,2.065
222.753,-0.365,2.085
222.756,-0.365,2.095
222.758,-0.360,2.110
222.761,-0.340,2.140
