'Elapsed time','V5','V2'
509.903,0.095,0.265
509.906,0.080,0.290
509.908,0.090,0.315
509.911,0.095,0.325
509.914,0.110,0.300
509.917,0.110,0.290
509.919,0.120,0.290
509.922,0.120,0.300
509.925,0.140,0.320
509.928,0.155,0.325
509.931,0.155,0.325
509.933,0.145,0.325
509.936,0.120,0.315
509.939,0.095,0.335
509.942,0.085,0.425
509.944,0.085,0.535
509.947,0.070,0.545
509.950,0.050,0.395
509.953,0.020,0.210
509.956,-0.005,0.115
509.958,-0.020,0.135
509.961,-0.030,0.195
509.964,-0.025,0.250
509.967,-0.035,0.305
509.969,-0.035,0.395
509.972,-0.040,0.530
509.975,-0.030,0.585
509.978,-0.035,0.455
509.981,-0.055,0.180
509.983,-0.075,-0.040
509.986,-0.115,-0.070
509.989,-0.145,0.005
509.992,-0.145,0.085
509.994,-0.130,0.115
509.997,-0.120,0.110
510.000,-0.130,0.105
510.003,-0.150,0.105
510.006,-0.160,0.105
510.008,-0.170,0.125
510.011,-0.160,0.150
510.014,-0.170,0.135
510.017,-0.175,0.100
510.019,-0.175,0.055
510.022,-0.200,0.030
510.025,-0.205,0.030
510.028,-0.205,0.035
510.031,-0.210,0.050
510.033,-0.205,0.060
510.036,-0.220,0.060
510.039,-0.220,0.055
510.042,-0.225,0.055
510.044,-0.205,0.050
510.047,-0.195,0.025
510.050,-0.195,0.020
510.053,-0.210,0.020
510.056,-0.235,0.040
510.058,-0.230,0.115
510.061,-0.215,0.185
510.064,-0.215,0.145
510.067,-0.215,0.005
510.069,-0.240,-0.100
510.072,-0.255,-0.110
510.075,-0.240,-0.080
510.078,-0.230,-0.030
510.081,-0.230,-0.010
510.083,-0.235,-0.045
510.086,-0.250,-0.045
510.089,-0.270,-0.025
510.092,-0.265,0.020
510.094,-0.250,0.055
510.097,-0.240,0.035
510.100,-0.260,-0.010
510.103,-0.275,-0.075
510.106,-0.285,-0.085
510.108,-0.285,-0.050
510.111,-0.260,-0.025
510.114,-0.230,-0.020
510.117,-0.250,-0.020
510.119,-0.270,-0.025
510.122,-0.270,-0.020
510.125,-0.265,-0.005
510.128,-0.245,-0.015
510.131,-0.240,-0.020
510.133,-0.245,-0.025
510.136,-0.260,-0.035
510.139,-0.275,-0.010
510.142,-0.290,-0.005
510.144,-0.285,-0.030
510.147,-0.280,-0.070
510.150,-0.285,-0.075
510.153,-0.285,-0.055
510.156,-0.295,-0.030
510.158,-0.285,-0.020
510.161,-0.270,-0.020
510.164,-0.265,-0.025
510.167,-0.260,-0.015
510.169,-0.275,0.010
510.172,-0.300,0.080
510.175,-0.290,0.180
510.178,-0.290,0.190
510.181,-0.295,0.050
510.183,-0.305,-0.110
510.186,-0.310,-0.165
510.189,-0.300,-0.175
510.192,-0.265,-0.130
510.194,-0.255,-0.070
510.197,-0.245,0.015
510.200,-0.265,0.080
510.203,-0.280,0.030
510.206,-0.305,-0.110
510.208,-0.300,-0.180
510.211,-0.285,-0.180
510.214,-0.280,-0.135
510.217,-0.280,-0.110
510.219,-0.280,-0.110
510.222,-0.295,-0.110
510.225,-0.305,-0.080
510.228,-0.300,-0.075
510.231,-0.300,-0.085
510.233,-0.300,-0.075
510.236,-0.295,-0.080
510.239,-0.295,-0.095
510.242,-0.290,-0.090
510.244,-0.285,-0.085
510.247,-0.285,-0.085
510.250,-0.280,-0.085
510.253,-0.305,-0.090
510.256,-0.315,-0.095
510.258,-0.290,-0.085
510.261,-0.285,-0.085
510.264,-0.290,-0.085
510.267,-0.290,-0.095
510.269,-0.300,-0.080
510.272,-0.295,-0.085
510.275,-0.290,-0.080
510.278,-0.280,-0.075
510.281,-0.275,-0.085
510.283,-0.280,-0.085
510.286,-0.305,-0.080
510.289,-0.300,-0.070
510.292,-0.295,-0.055
510.294,-0.295,-0.055
510.297,-0.310,-0.065
510.300,-0.305,-0.075
510.303,-0.320,-0.090
510.306,-0.300,-0.105
510.308,-0.290,-0.110
510.311,-0.290,-0.085
510.314,-0.290,-0.075
510.317,-0.290,-0.080
510.319,-0.290,-0.080
510.322,-0.295,-0.055
510.325,-0.310,-0.040
510.328,-0.290,-0.065
510.331,-0.285,-0.095
510.333,-0.285,-0.095
510.336,-0.300,-0.125
510.339,-0.305,-0.125
510.342,-0.295,-0.095
510.344,-0.295,-0.080
510.347,-0.290,-0.065
510.350,-0.285,-0.045
510.353,-0.290,-0.025
510.356,-0.300,-0.045
510.358,-0.285,-0.090
510.361,-0.265,-0.125
510.364,-0.260,-0.130
510.367,-0.235,-0.125
510.369,-0.240,-0.110
510.372,-0.240,-0.090
510.375,-0.170,-0.060
510.378,-0.045,-0.035
510.381,0.275,0.055
510.383,0.735,0.325
510.386,0.890,0.755
510.389,0.555,0.895
510.392,0.130,0.600
510.394,-0.020,0.265
510.397,-0.020,0.165
510.400,0.005,0.165
510.403,-0.015,0.085
510.406,-0.060,0.010
510.408,-0.075,0.005
510.411,-0.075,0.035
510.414,-0.060,0.035
510.417,-0.065,0.045
510.419,-0.090,0.055
510.422,-0.110,0.040
510.425,-0.120,0.000
510.428,-0.130,-0.060
510.431,-0.145,-0.065
510.433,-0.170,-0.070
510.436,-0.195,-0.065
510.439,-0.230,-0.060
510.442,-0.250,-0.050
510.444,-0.265,-0.035
510.447,-0.305,-0.045
510.450,-0.350,-0.105
510.453,-0.385,-0.165
510.456,-0.445,-0.170
510.458,-0.470,-0.125
510.461,-0.505,-0.100
510.464,-0.575,-0.100
510.467,-0.670,-0.185
510.469,-0.760,-0.250
510.472,-0.815,-0.245
510.475,-0.830,-0.185
510.478,-0.850,-0.125
510.481,-0.875,-0.100
510.483,-0.905,-0.180
510.486,-0.925,-0.325
510.489,-0.960,-0.445
510.492,-0.925,-0.485
510.494,-0.930,-0.455
510.497,-0.920,-0.455
510.500,-0.925,-0.460
510.503,-0.945,-0.450
510.506,-0.955,-0.420
510.508,-0.945,-0.410
510.511,-0.920,-0.435
510.514,-0.880,-0.520
510.517,-0.860,-0.625
510.519,-0.835,-0.685
510.522,-0.805,-0.700
510.525,-0.745,-0.765
510.528,-0.665,-0.840
510.531,-0.615,-0.830
510.533,-0.580,-0.775
510.536,-0.550,-0.710
510.539,-0.515,-0.690
510.542,-0.455,-0.645
510.544,-0.405,-0.575
510.547,-0.380,-0.525
510.550,-0.355,-0.470
510.553,-0.350,-0.420
510.556,-0.320,-0.370
510.558,-0.310,-0.315
510.561,-0.275,-0.265
510.564,-0.265,-0.250
510.567,-0.260,-0.230
510.569,-0.255,-0.220
510.572,-0.255,-0.205
510.575,-0.230,-0.185
510.578,-0.230,-0.170
510.581,-0.225,-0.170
510.583,-0.220,-0.170
510.586,-0.220,-0.170
510.589,-0.225,-0.150
510.592,-0.210,-0.140
510.594,-0.190,-0.135
510.597,-0.185,-0.130
510.600,-0.185,-0.105
510.603,-0.180,-0.095
510.606,-0.170,-0.075
510.608,-0.135,-0.050
510.611,-0.115,-0.045
510.614,-0.115,-0.050
510.617,-0.105,-0.035
510.619,-0.105,-0.035
510.622,-0.110,-0.055
510.625,-0.100,-0.060
510.628,-0.080,-0.080
510.631,-0.070,-0.075
510.633,-0.070,-0.045
510.636,-0.070,-0.040
510.639,-0.075,-0.035
510.642,-0.060,-0.030
510.644,-0.040,-0.030
510.647,-0.050,-0.045
510.650,-0.040,-0.050
510.653,-0.055,-0.040
510.656,-0.065,0.005
510.658,-0.045,0.115
510.661,-0.030,0.170
510.664,-0.020,0.095
510.667,-0.010,-0.015
510.669,-0.020,-0.010
510.672,-0.035,0.025
510.675,-0.025,0.035
510.678,-0.010,0.030
510.681,-0.005,0.010
510.683,0.005,0.005
510.686,0.010,-0.020
510.689,-0.010,-0.070
510.692,0.010,-0.055
510.694,0.020,-0.010
510.697,0.025,0.005
510.700,0.025,0.015
510.703,0.030,0.005
510.706,0.030,0.000
510.708,0.045,0.025
510.711,0.050,0.045
510.714,0.055,0.055
510.717,0.065,0.075
510.719,0.065,0.080
510.722,0.060,0.075
510.725,0.060,0.095
510.728,0.065,0.095
510.731,0.070,0.090
510.733,0.080,0.085
510.736,0.075,0.085
510.739,0.065,0.095
510.742,0.080,0.115
510.744,0.090,0.135
510.747,0.100,0.130
510.750,0.100,0.130
510.753,0.085,0.125
510.756,0.085,0.145
510.758,0.095,0.180
510.761,0.100,0.200
510.764,0.110,0.215
510.767,0.095,0.230
510.769,0.085,0.210
510.772,0.075,0.175
510.775,0.075,0.180
510.778,0.090,0.195
510.781,0.090,0.210
510.783,0.095,0.215
510.786,0.065,0.230
510.789,0.055,0.240
510.792,0.055,0.270
510.794,0.070,0.300
510.797,0.070,0.295
510.800,0.040,0.265
510.803,0.040,0.215
510.806,0.040,0.180
510.808,0.030,0.175
510.811,0.030,0.190
510.814,0.025,0.190
510.817,0.005,0.185
510.819,-0.010,0.175
510.822,-0.020,0.175
510.825,-0.015,0.180
510.828,-0.020,0.185
510.831,-0.015,0.165
510.833,-0.030,0.170
510.836,-0.030,0.160
510.839,-0.060,0.155
510.842,-0.045,0.170
510.844,-0.035,0.165
510.847,-0.045,0.130
510.850,-0.050,0.105
510.853,-0.060,0.095
510.856,-0.065,0.095
510.858,-0.065,0.090
510.861,-0.040,0.115
510.864,-0.035,0.120
510.867,-0.035,0.110
510.869,-0.070,0.100
510.872,-0.085,0.060
510.875,-0.095,0.050
510.878,-0.105,0.060
510.881,-0.100,0.060
510.883,-0.105,0.050
510.886,-0.115,0.040
510.889,-0.135,0.050
510.892,-0.130,0.075
510.894,-0.135,0.055
510.897,-0.145,0.035
510.900,-0.155,0.020
510.903,-0.175,-0.005
510.906,-0.185,0.010
510.908,-0.175,0.025
510.911,-0.175,0.025
510.914,-0.165,0.010
510.917,-0.170,0.000
510.919,-0.190,-0.005
510.922,-0.200,-0.020
510.925,-0.195,-0.035
510.928,-0.185,-0.040
510.931,-0.190,-0.015
510.933,-0.195,0.010
510.936,-0.200,0.065
510.939,-0.210,0.115
510.942,-0.195,0.115
510.944,-0.185,0.045
510.947,-0.185,-0.055
510.950,-0.195,-0.120
510.953,-0.210,-0.125
510.956,-0.220,-0.105
510.958,-0.215,-0.055
510.961,-0.205,-0.020
510.964,-0.200,0.000
510.967,-0.205,0.005
510.969,-0.220,-0.020
510.972,-0.235,-0.080
510.975,-0.210,-0.100
510.978,-0.210,-0.080
510.981,-0.210,-0.065
510.983,-0.215,-0.055
510.986,-0.215,-0.065
510.989,-0.225,-0.065
510.992,-0.215,-0.040
510.994,-0.220,-0.030
510.997,-0.215,-0.035
511.000,-0.225,-0.050
511.003,-0.230,-0.045
511.006,-0.245,-0.050
511.008,-0.235,-0.035
511.011,-0.220,-0.035
511.014,-0.215,-0.030
511.017,-0.225,-0.035
511.019,-0.235,-0.050
511.022,-0.260,-0.055
511.025,-0.260,-0.040
511.028,-0.245,-0.030
511.031,-0.225,-0.020
511.033,-0.230,-0.015
511.036,-0.230,-0.025
511.039,-0.240,-0.040
511.042,-0.235,-0.050
511.044,-0.245,-0.045
511.047,-0.240,-0.045
511.050,-0.245,-0.045
511.053,-0.245,-0.045
511.056,-0.245,-0.050
511.058,-0.235,-0.030
511.061,-0.225,-0.025
511.064,-0.230,-0.015
511.067,-0.220,-0.030
511.069,-0.240,-0.035
511.072,-0.235,-0.015
511.075,-0.215,0.015
511.078,-0.205,0.055
511.081,-0.200,0.060
511.083,-0.180,0.080
511.086,-0.165,0.105
511.089,-0.115,0.100
511.092,-0.070,0.060
511.094,-0.005,0.005
511.097,0.050,-0.015
511.100,0.130,-0.015
511.103,0.210,-0.035
511.106,0.305,-0.090
511.108,0.420,-0.110
511.111,0.530,-0.105
511.114,0.650,-0.100
511.117,0.785,-0.120
511.119,0.920,-0.100
511.122,1.045,-0.120
511.125,1.165,-0.080
511.128,1.250,-0.065
511.131,1.230,-0.070
511.133,1.085,-0.100
511.136,0.950,-0.180
511.139,0.825,-0.255
511.142,0.645,-0.315
511.144,0.465,-0.340
511.147,0.310,-0.365
511.150,0.180,-0.330
511.153,0.025,-0.310
511.156,-0.135,-0.295
511.158,-0.265,-0.250
511.161,-0.340,-0.200
511.164,-0.390,-0.165
511.167,-0.420,-0.135
511.169,-0.445,-0.135
511.172,-0.485,-0.140
511.175,-0.515,-0.115
511.178,-0.520,-0.115
511.181,-0.530,-0.120
511.183,-0.525,-0.115
511.186,-0.545,-0.120
511.189,-0.560,-0.135
511.192,-0.535,-0.110
511.194,-0.525,-0.095
511.197,-0.510,-0.090
511.200,-0.515,-0.095
511.203,-0.525,-0.115
511.206,-0.545,-0.110
511.208,-0.535,-0.085
511.211,-0.530,-0.050
511.214,-0.530,-0.070
511.217,-0.530,-0.105
511.219,-0.530,-0.110
511.222,-0.555,-0.120
511.225,-0.550,-0.110
511.228,-0.535,-0.115
511.231,-0.535,-0.135
511.233,-0.535,-0.155
511.236,-0.555,-0.135
511.239,-0.570,-0.115
511.242,-0.555,-0.075
511.244,-0.555,-0.065
511.247,-0.555,-0.080
511.250,-0.565,-0.095
511.253,-0.570,-0.120
511.256,-0.575,-0.130
511.258,-0.580,-0.120
511.261,-0.570,-0.080
511.264,-0.585,-0.085
511.267,-0.585,-0.080
511.269,-0.590,-0.095
511.272,-0.595,-0.095
511.275,-0.590,-0.085
511.278,-0.595,-0.070
511.281,-0.590,-0.070
511.283,-0.595,-0.065
511.286,-0.600,-0.065
511.289,-0.600,-0.070
511.292,-0.610,-0.095
511.294,-0.610,-0.080
511.297,-0.615,-0.085
511.300,-0.625,-0.100
511.303,-0.640,-0.120
511.306,-0.665,-0.115
511.308,-0.650,-0.095
511.311,-0.640,-0.070
511.314,-0.650,-0.090
511.317,-0.645,-0.095
511.319,-0.660,-0.100
511.322,-0.670,-0.100
511.325,-0.680,-0.060
511.328,-0.680,-0.015
511.331,-0.665,-0.030
511.333,-0.665,-0.050
511.336,-0.675,-0.050
511.339,-0.690,-0.025
511.342,-0.680,-0.025
511.344,-0.680,-0.075
511.347,-0.675,-0.120
511.350,-0.685,-0.135
511.353,-0.690,-0.110
511.356,-0.700,-0.085
511.358,-0.690,-0.070
511.361,-0.685,-0.045
511.364,-0.675,-0.040
511.367,-0.680,-0.050
511.369,-0.680,-0.085
511.372,-0.685,-0.115
511.375,-0.665,-0.080
511.378,-0.655,-0.035
511.381,-0.635,-0.040
511.383,-0.635,-0.075
511.386,-0.640,-0.060
511.389,-0.655,-0.055
511.392,-0.650,-0.025
511.394,-0.610,-0.005
511.397,-0.600,-0.005
511.400,-0.590,0.010
511.403,-0.580,0.035
511.406,-0.585,0.025
511.408,-0.570,0.025
511.411,-0.565,0.025
511.414,-0.545,0.025
511.417,-0.525,0.035
511.419,-0.515,0.035
511.422,-0.505,0.055
511.425,-0.480,0.070
511.428,-0.470,0.065
511.431,-0.455,0.075
511.433,-0.435,0.075
511.436,-0.435,0.075
511.439,-0.435,0.095
511.442,-0.415,0.115
511.444,-0.395,0.125
511.447,-0.365,0.110
511.450,-0.365,0.105
511.453,-0.355,0.090
511.456,-0.355,0.090
511.458,-0.340,0.090
511.461,-0.325,0.100
511.464,-0.315,0.115
511.467,-0.305,0.110
511.469,-0.315,0.105
511.472,-0.320,0.105
511.475,-0.305,0.125
511.478,-0.295,0.140
511.481,-0.290,0.140
511.483,-0.290,0.135
511.486,-0.295,0.125
511.489,-0.300,0.120
511.492,-0.290,0.115
511.494,-0.275,0.090
511.497,-0.275,0.080
511.500,-0.275,0.105
511.503,-0.285,0.120
511.506,-0.285,0.135
511.508,-0.295,0.135
511.511,-0.290,0.120
511.514,-0.280,0.095
511.517,-0.295,0.090
511.519,-0.285,0.095
511.522,-0.300,0.130
511.525,-0.275,0.130
511.528,-0.270,0.120
511.531,-0.275,0.070
511.533,-0.295,0.065
511.536,-0.300,0.090
511.539,-0.300,0.105
511.542,-0.295,0.120
511.544,-0.280,0.130
511.547,-0.280,0.120
511.550,-0.285,0.115
511.553,-0.295,0.085
511.556,-0.300,0.075
511.558,-0.300,0.095
511.561,-0.295,0.110
511.564,-0.290,0.110
511.567,-0.285,0.115
511.569,-0.295,0.105
511.572,-0.305,0.110
511.575,-0.305,0.125
511.578,-0.290,0.135
511.581,-0.290,0.120
511.583,-0.290,0.120
511.586,-0.300,0.110
511.589,-0.300,0.110
511.592,-0.300,0.120
511.594,-0.275,0.135
511.597,-0.280,0.130
511.600,-0.290,0.135
511.603,-0.305,0.140
511.606,-0.305,0.125
511.608,-0.295,0.145
511.611,-0.285,0.145
511.614,-0.285,0.150
511.617,-0.290,0.150
511.619,-0.285,0.165
511.622,-0.295,0.165
511.625,-0.290,0.175
511.628,-0.280,0.170
511.631,-0.270,0.165
511.633,-0.280,0.140
511.636,-0.285,0.150
511.639,-0.310,0.155
511.642,-0.300,0.175
511.644,-0.290,0.180
511.647,-0.280,0.170
511.650,-0.275,0.155
511.653,-0.295,0.135
511.656,-0.300,0.135
511.658,-0.290,0.150
511.661,-0.280,0.145
511.664,-0.275,0.135
511.667,-0.285,0.135
511.669,-0.270,0.120
511.672,-0.270,0.125
511.675,-0.265,0.125
511.678,-0.245,0.145
511.681,-0.245,0.135
511.683,-0.245,0.140
511.686,-0.245,0.130
511.689,-0.245,0.140
511.692,-0.235,0.135
511.694,-0.220,0.145
511.697,-0.205,0.135
511.700,-0.210,0.120
511.703,-0.205,0.135
511.706,-0.195,0.135
511.708,-0.205,0.155
511.711,-0.190,0.160
511.714,-0.190,0.155
511.717,-0.225,0.130
511.719,-0.230,0.115
511.722,-0.245,0.100
511.725,-0.240,0.110
511.728,-0.240,0.120
511.731,-0.220,0.115
511.733,-0.235,0.130
511.736,-0.250,0.110
511.739,-0.270,0.110
511.742,-0.265,0.110
511.744,-0.260,0.135
511.747,-0.250,0.115
511.750,-0.255,0.120
511.753,-0.260,0.105
511.756,-0.270,0.100
511.758,-0.250,0.115
511.761,-0.245,0.135
511.764,-0.240,0.135
511.767,-0.265,0.140
511.769,-0.255,0.130
511.772,-0.275,0.115
511.775,-0.270,0.120
511.778,-0.260,0.140
511.781,-0.255,0.130
511.783,-0.250,0.130
511.786,-0.260,0.120
511.789,-0.275,0.120
511.792,-0.275,0.160
511.794,-0.255,0.185
511.797,-0.250,0.145
511.800,-0.255,0.080
511.803,-0.250,0.055
511.806,-0.265,0.095
511.808,-0.260,0.125
511.811,-0.250,0.130
511.814,-0.235,0.135
511.817,-0.235,0.140
511.819,-0.255,0.125
511.822,-0.260,0.135
511.825,-0.245,0.135
511.828,-0.235,0.145
511.831,-0.220,0.145
511.833,-0.220,0.135
511.836,-0.230,0.135
511.839,-0.235,0.155
511.842,-0.235,0.170
511.844,-0.215,0.190
511.847,-0.205,0.185
511.850,-0.160,0.190
511.853,-0.125,0.190
511.856,-0.070,0.195
511.858,-0.005,0.185
511.861,0.070,0.200
511.864,0.145,0.210
511.867,0.195,0.210
511.869,0.260,0.230
511.872,0.325,0.245
511.875,0.480,0.260
511.878,0.635,0.280
511.881,0.785,0.290
511.883,0.940,0.305
511.886,1.050,0.315
511.889,1.130,0.350
511.892,1.180,0.350
511.894,1.125,0.325
511.897,0.995,0.240
511.900,0.785,0.110
511.903,0.545,-0.030
511.906,0.315,-0.140
511.908,0.140,-0.210
511.911,-0.040,-0.245
511.914,-0.165,-0.275
511.917,-0.265,-0.250
511.919,-0.390,-0.200
511.922,-0.470,-0.135
511.925,-0.490,-0.100
511.928,-0.495,-0.040
511.931,-0.495,0.000
511.933,-0.515,0.040
511.936,-0.500,0.070
511.939,-0.510,0.075
511.942,-0.505,0.100
511.944,-0.485,0.120
511.947,-0.480,0.120
511.950,-0.465,0.115
511.953,-0.485,0.115
511.956,-0.485,0.120
511.958,-0.485,0.120
511.961,-0.475,0.105
511.964,-0.455,0.100
511.967,-0.465,0.095
511.969,-0.475,0.100
511.972,-0.490,0.115
511.975,-0.485,0.090
511.978,-0.475,0.095
511.981,-0.470,0.090
511.983,-0.465,0.090
511.986,-0.470,0.085
511.989,-0.470,0.090
511.992,-0.470,0.095
511.994,-0.455,0.120
511.997,-0.445,0.150
512.000,-0.465,0.150
512.003,-0.465,0.125
512.006,-0.480,0.085
512.008,-0.480,0.060
512.011,-0.475,0.070
512.014,-0.480,0.075
512.017,-0.475,0.080
512.019,-0.500,0.080
512.022,-0.505,0.085
512.025,-0.490,0.110
512.028,-0.475,0.145
512.031,-0.475,0.150
512.033,-0.470,0.130
512.036,-0.485,0.105
512.039,-0.490,0.100
512.042,-0.490,0.115
512.044,-0.485,0.100
512.047,-0.480,0.090
512.050,-0.480,0.090
512.053,-0.485,0.080
512.056,-0.490,0.090
512.058,-0.490,0.115
512.061,-0.480,0.125
512.064,-0.485,0.120
512.067,-0.490,0.130
512.069,-0.505,0.110
512.072,-0.505,0.115
512.075,-0.490,0.115
512.078,-0.485,0.115
512.081,-0.475,0.140
512.083,-0.475,0.135
512.086,-0.480,0.140
512.089,-0.480,0.140
512.092,-0.460,0.150
512.094,-0.450,0.150
512.097,-0.455,0.110
512.100,-0.480,0.070
512.103,-0.495,0.050
512.106,-0.500,0.070
512.108,-0.490,0.115
512.111,-0.465,0.125
512.114,-0.460,0.130
512.117,-0.455,0.130
512.119,-0.470,0.135
512.122,-0.480,0.135
512.125,-0.465,0.155
512.128,-0.445,0.165
512.131,-0.445,0.160
512.133,-0.450,0.140
512.136,-0.445,0.145
512.139,-0.465,0.145
512.142,-0.450,0.165
512.144,-0.425,0.185
512.147,-0.425,0.190
512.150,-0.430,0.180
512.153,-0.425,0.180
512.156,-0.430,0.175
512.158,-0.420,0.205
512.161,-0.385,0.220
512.164,-0.375,0.225
512.167,-0.380,0.230
512.169,-0.395,0.245
512.172,-0.390,0.260
512.175,-0.365,0.290
512.178,-0.360,0.260
512.181,-0.325,0.205
512.183,-0.315,0.165
512.186,-0.325,0.180
512.189,-0.325,0.240
512.192,-0.305,0.265
512.194,-0.295,0.285
512.197,-0.265,0.255
512.200,-0.260,0.225
512.203,-0.270,0.220
512.206,-0.255,0.245
512.208,-0.235,0.275
512.211,-0.225,0.290
512.214,-0.215,0.295
512.217,-0.220,0.275
512.219,-0.225,0.285
512.222,-0.235,0.290
512.225,-0.220,0.300
512.228,-0.200,0.310
512.231,-0.200,0.320
512.233,-0.210,0.310
512.236,-0.230,0.310
512.239,-0.225,0.305
512.242,-0.215,0.310
512.244,-0.205,0.320
512.247,-0.205,0.310
512.250,-0.200,0.300
512.253,-0.205,0.300
512.256,-0.215,0.290
512.258,-0.200,0.310
512.261,-0.205,0.325
512.264,-0.215,0.320
512.267,-0.215,0.335
512.269,-0.225,0.315
512.272,-0.220,0.310
512.275,-0.195,0.315
512.278,-0.190,0.310
512.281,-0.190,0.275
512.283,-0.215,0.260
512.286,-0.230,0.265
512.289,-0.240,0.280
512.292,-0.220,0.295
512.294,-0.205,0.305
512.297,-0.195,0.295
512.300,-0.210,0.270
512.303,-0.225,0.270
512.306,-0.220,0.270
512.308,-0.220,0.275
512.311,-0.210,0.305
512.314,-0.205,0.310
512.317,-0.215,0.280
512.319,-0.220,0.275
512.322,-0.230,0.260
512.325,-0.235,0.280
512.328,-0.235,0.290
512.331,-0.240,0.305
512.333,-0.240,0.300
512.336,-0.240,0.280
512.339,-0.245,0.240
512.342,-0.245,0.250
512.344,-0.240,0.270
512.347,-0.245,0.280
512.350,-0.235,0.280
512.353,-0.240,0.255
512.356,-0.250,0.260
512.358,-0.250,0.265
512.361,-0.245,0.275
512.364,-0.240,0.270
512.367,-0.245,0.270
512.369,-0.255,0.275
512.372,-0.255,0.275
512.375,-0.240,0.295
512.378,-0.230,0.310
512.381,-0.225,0.295
512.383,-0.230,0.285
512.386,-0.250,0.285
512.389,-0.255,0.275
512.392,-0.255,0.285
512.394,-0.235,0.300
512.397,-0.235,0.300
512.400,-0.230,0.295
512.403,-0.240,0.275
512.406,-0.240,0.290
512.408,-0.240,0.290
512.411,-0.230,0.305
512.414,-0.220,0.305
512.417,-0.220,0.300
512.419,-0.245,0.290
512.422,-0.240,0.285
512.425,-0.235,0.285
512.428,-0.220,0.305
512.431,-0.200,0.320
512.433,-0.215,0.330
512.436,-0.215,0.320
512.439,-0.235,0.320
512.442,-0.240,0.325
512.444,-0.235,0.320
512.447,-0.235,0.320
512.450,-0.240,0.315
512.453,-0.245,0.320
512.456,-0.265,0.320
512.458,-0.255,0.350
512.461,-0.230,0.360
512.464,-0.235,0.345
512.467,-0.250,0.315
512.469,-0.255,0.300
512.472,-0.275,0.305
512.475,-0.255,0.310
512.478,-0.245,0.335
512.481,-0.240,0.335
512.483,-0.240,0.320
512.486,-0.255,0.310
512.489,-0.255,0.310
512.492,-0.225,0.315
512.494,-0.205,0.320
512.497,-0.220,0.310
512.500,-0.210,0.300
512.503,-0.205,0.300
512.506,-0.210,0.310
512.508,-0.195,0.285
512.511,-0.190,0.265
512.514,-0.195,0.270
512.517,-0.195,0.300
512.519,-0.190,0.325
512.522,-0.195,0.280
512.525,-0.180,0.260
512.528,-0.175,0.265
512.531,-0.160,0.265
512.533,-0.170,0.280
512.536,-0.160,0.270
512.539,-0.155,0.270
512.542,-0.150,0.280
512.544,-0.145,0.300
512.547,-0.150,0.300
512.550,-0.150,0.290
512.553,-0.170,0.285
512.556,-0.185,0.280
512.558,-0.180,0.280
512.561,-0.170,0.285
512.564,-0.170,0.290
512.567,-0.200,0.275
512.569,-0.210,0.265
512.572,-0.220,0.255
512.575,-0.215,0.265
512.578,-0.210,0.280
512.581,-0.210,0.270
512.583,-0.215,0.250
512.586,-0.235,0.225
512.589,-0.245,0.240
512.592,-0.245,0.255
512.594,-0.240,0.260
512.597,-0.235,0.265
512.600,-0.235,0.245
512.603,-0.225,0.250
512.606,-0.255,0.240
512.608,-0.245,0.255
512.611,-0.235,0.270
512.614,-0.235,0.270
512.617,-0.225,0.270
512.619,-0.225,0.255
512.622,-0.240,0.255
512.625,-0.225,0.260
512.628,-0.225,0.275
512.631,-0.215,0.265
512.633,-0.225,0.255
512.636,-0.215,0.255
512.639,-0.230,0.250
512.642,-0.240,0.270
512.644,-0.240,0.275
512.647,-0.235,0.260
512.650,-0.235,0.270
512.653,-0.230,0.255
512.656,-0.235,0.260
512.658,-0.225,0.270
512.661,-0.225,0.275
512.664,-0.220,0.275
512.667,-0.210,0.285
512.669,-0.225,0.285
512.672,-0.225,0.285
512.675,-0.210,0.280
512.678,-0.200,0.280
512.681,-0.210,0.265
512.683,-0.205,0.255
512.686,-0.215,0.260
512.689,-0.225,0.285
512.692,-0.215,0.310
512.694,-0.185,0.335
512.697,-0.155,0.335
512.700,-0.110,0.320
512.703,-0.065,0.310
512.706,-0.005,0.325
512.708,0.060,0.335
512.711,0.140,0.370
512.714,0.215,0.365
512.717,0.290,0.355
512.719,0.365,0.340
512.722,0.485,0.370
512.725,0.640,0.390
512.728,0.805,0.425
512.731,0.960,0.465
512.733,1.065,0.505
512.736,1.140,0.540
512.739,1.355,0.625
512.742,1.665,0.920
512.744,1.645,1.170
512.747,1.270,0.945
512.750,0.830,0.510
512.753,0.550,0.240
512.756,0.360,0.145
512.758,0.230,0.110
512.761,0.055,0.115
512.764,-0.095,0.135
512.767,-0.195,0.165
512.769,-0.245,0.205
512.772,-0.260,0.255
512.775,-0.280,0.320
512.778,-0.280,0.360
512.781,-0.260,0.390
512.783,-0.255,0.420
512.786,-0.260,0.420
512.789,-0.280,0.400
512.792,-0.280,0.395
512.794,-0.285,0.395
512.797,-0.280,0.380
512.800,-0.280,0.365
512.803,-0.280,0.335
512.806,-0.290,0.345
512.808,-0.280,0.365
512.811,-0.275,0.370
512.814,-0.270,0.365
512.817,-0.295,0.350
512.819,-0.305,0.345
512.822,-0.315,0.355
512.825,-0.310,0.370
512.828,-0.300,0.405
512.831,-0.300,0.375
512.833,-0.310,0.295
512.836,-0.315,0.235
512.839,-0.325,0.260
